"Fecha y Hora  del hecho","Fecha del hecho","Hora del hecho (HH:MM)","Dia de la Semana","Genero","Comuna","Modalidad","Arma/medio","Móvil agresor","Móvil víctima","Edad","Descripcion Conducta"
"2022 Mar 06 12:00:00 AM","2022 Mar 06 12:00:00 AM","1899-12-31T00:00:00.000","domingo","Sin dato","4","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 07 03:24:00 PM","2022 Mar 07 12:00:00 AM","1899-12-31T15:24:00.000","lunes","Sin dato","3","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 14 12:30:00 AM","2022 Mar 14 12:00:00 AM","1899-12-31T00:30:00.000","lunes","Sin dato","6","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 14 10:22:00 AM","2022 Mar 14 12:00:00 AM","1899-12-31T10:22:00.000","lunes","Sin dato","9","Vandalismo","Contundente","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 16 01:30:00 PM","2022 Mar 16 12:00:00 AM","1899-12-31T13:30:00.000","miércoles","Sin dato","2","Descuelgue de mercancía","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 18 10:10:00 AM","2022 Mar 18 12:00:00 AM","1899-12-31T10:10:00.000","viernes","Sin dato","3","Vandalismo","Contundente","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 20 08:35:00 PM","2022 Mar 20 12:00:00 AM","1899-12-31T20:35:00.000","domingo","Sin dato","2","Mechero","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 20 07:30:00 PM","2022 Mar 20 12:00:00 AM","1899-12-31T19:30:00.000","domingo","Sin dato","3","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 21 05:05:00 PM","2022 Mar 21 12:00:00 AM","1899-12-31T17:05:00.000","lunes","Sin dato","4","Violación de cerradura","Palanca","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 23 05:40:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T17:40:00.000","miércoles","Sin dato","9","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 23 12:30:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T12:30:00.000","miércoles","Sin dato","4","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 23 11:59:00 AM","2022 Mar 23 12:00:00 AM","1899-12-31T11:59:00.000","miércoles","Sin dato","3","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 23 07:00:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T19:00:00.000","miércoles","Sin dato","4","Violación de cerradura","Palanca","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 24 11:00:00 PM","2022 Mar 24 12:00:00 AM","1899-12-31T23:00:00.000","jueves","Sin dato","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 24 04:30:00 PM","2022 Mar 24 12:00:00 AM","1899-12-31T16:30:00.000","jueves","Sin dato","10","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 25 06:48:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T18:48:00.000","viernes","Sin dato","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 29 04:50:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T04:50:00.000","martes","Sin dato","5","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a comercio"
"2022 Mar 02 04:30:00 AM","2022 Mar 02 12:00:00 AM","1899-12-31T04:30:00.000","miércoles","Masculino","8","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 02 03:40:00 PM","2022 Mar 02 12:00:00 AM","1899-12-31T15:40:00.000","miércoles","Masculino","7","Atraco","Arma de fuego","Pasajero motocicleta","A pie","Sin dato","Hurto a residencias"
"2022 Mar 03 03:00:00 PM","2022 Mar 03 12:00:00 AM","1899-12-31T15:00:00.000","jueves","Femenino","3","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 05 03:00:00 AM","2022 Mar 05 12:00:00 AM","1899-12-31T03:00:00.000","sábado","Femenino","1","Violación de cerradura","Palanca","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 07 09:15:00 AM","2022 Mar 07 12:00:00 AM","1899-12-31T09:15:00.000","lunes","Femenino","8","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 07 06:45:00 PM","2022 Mar 07 12:00:00 AM","1899-12-31T18:45:00.000","lunes","Masculino","1","Atraco","Arma de fuego","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 07 08:23:00 PM","2022 Mar 07 12:00:00 AM","1899-12-31T20:23:00.000","lunes","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 08 10:00:00 AM","2022 Mar 08 12:00:00 AM","1899-12-31T10:00:00.000","martes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 08 03:48:00 PM","2022 Mar 08 12:00:00 AM","1899-12-31T15:48:00.000","martes","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 10 09:55:00 AM","2022 Mar 10 12:00:00 AM","1899-12-31T09:55:00.000","jueves","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 10 04:45:00 PM","2022 Mar 10 12:00:00 AM","1899-12-31T16:45:00.000","jueves","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 10 07:45:00 PM","2022 Mar 10 12:00:00 AM","1899-12-31T19:45:00.000","jueves","Masculino","7","Ventosa","Contundente","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 10 08:00:00 PM","2022 Mar 10 12:00:00 AM","1899-12-31T20:00:00.000","jueves","Masculino","9","Uso de sustancias toxicas","Escopolamina","Pasajero vehículo","A pie","Sin dato","Hurto a residencias"
"2022 Mar 10 09:30:00 PM","2022 Mar 10 12:00:00 AM","1899-12-31T21:30:00.000","jueves","Femenino","10","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 11 03:00:00 PM","2022 Mar 11 12:00:00 AM","1899-12-31T15:00:00.000","viernes","Masculino","1","Ventosa","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 12 09:00:00 AM","2022 Mar 12 12:00:00 AM","1899-12-31T09:00:00.000","sábado","Femenino","6","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 12 05:00:00 PM","2022 Mar 12 12:00:00 AM","1899-12-31T17:00:00.000","sábado","Femenino","1","Ventosa","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 13 10:15:00 AM","2022 Mar 13 12:00:00 AM","1899-12-31T10:15:00.000","domingo","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 15 12:01:00 AM","2022 Mar 15 12:00:00 AM","1899-12-31T00:01:00.000","martes","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 15 05:56:00 PM","2022 Mar 15 12:00:00 AM","1899-12-31T17:56:00.000","martes","Masculino","9","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 18 03:17:00 AM","2022 Mar 18 12:00:00 AM","1899-12-31T03:17:00.000","viernes","Femenino","1","Ventosa","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 18 07:00:00 AM","2022 Mar 18 12:00:00 AM","1899-12-31T07:00:00.000","viernes","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 18 10:10:00 AM","2022 Mar 18 12:00:00 AM","1899-12-31T10:10:00.000","viernes","Masculino","10","Factor de oportunidad","Contundente","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 18 03:30:00 PM","2022 Mar 18 12:00:00 AM","1899-12-31T15:30:00.000","viernes","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 20 09:00:00 AM","2022 Mar 20 12:00:00 AM","1899-12-31T09:00:00.000","domingo","Femenino","1","Violación de cerradura","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 21 11:30:00 PM","2022 Mar 21 12:00:00 AM","1899-12-31T23:30:00.000","lunes","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 23 04:19:00 AM","2022 Mar 23 12:00:00 AM","1899-12-31T04:19:00.000","miércoles","Femenino","1","Violación de cerradura","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 23 06:00:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T18:00:00.000","miércoles","Masculino","1","Violación de cerradura","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 23 08:30:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T20:30:00.000","miércoles","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","Sin dato","Hurto a residencias"
"2022 Mar 24 12:05:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T00:05:00.000","jueves","Femenino","1","Llave maestra","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 24 02:00:00 PM","2022 Mar 24 12:00:00 AM","1899-12-31T14:00:00.000","jueves","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 25 01:00:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T13:00:00.000","viernes","Femenino","6","Violación de cerradura","Palanca","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 25 06:45:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T18:45:00.000","viernes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 26 04:41:00 AM","2022 Mar 26 12:00:00 AM","1899-12-31T04:41:00.000","sábado","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 28 08:29:00 AM","2022 Mar 28 12:00:00 AM","1899-12-31T08:29:00.000","lunes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 29 02:15:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T02:15:00.000","martes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 29 03:35:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T03:35:00.000","martes","Masculino","10","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 29 05:00:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T17:00:00.000","martes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","Sin dato","Hurto a residencias"
"2022 Mar 04 03:00:00 AM","2022 Mar 04 12:00:00 AM","1899-12-31T03:00:00.000","viernes","Femenino","2","Atraco","Arma blanca","Pasajero motocicleta","Conductor motocicleta","30","Hurto de motos"
"2022 Mar 04 04:35:00 AM","2022 Mar 04 12:00:00 AM","1899-12-31T04:35:00.000","viernes","Masculino","6","Halado","Sin empleo de arma","A pie","A pie","23","Hurto de motos"
"2022 Mar 04 11:00:00 AM","2022 Mar 04 12:00:00 AM","1899-12-31T11:00:00.000","viernes","Masculino","10","Atraco","Arma blanca","A pie","Conductor motocicleta","51","Hurto de motos"
"2022 Mar 04 01:30:00 PM","2022 Mar 04 12:00:00 AM","1899-12-31T13:30:00.000","viernes","Masculino","4","Atraco","Arma de fuego","Conductor motocicleta","Conductor motocicleta","30","Hurto de motos"
"2022 Mar 04 03:05:00 PM","2022 Mar 04 12:00:00 AM","1899-12-31T15:05:00.000","viernes","Masculino","1","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","27","Hurto de motos"
"2022 Mar 04 09:40:00 PM","2022 Mar 04 12:00:00 AM","1899-12-31T21:40:00.000","viernes","Masculino","4","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","52","Hurto de motos"
"2022 Mar 05 12:00:00 AM","2022 Mar 05 12:00:00 AM","1899-12-31T00:00:00.000","sábado","Masculino","9","Halado","Sin empleo de arma","A pie","A pie","23","Hurto de motos"
"2022 Mar 06 02:27:00 AM","2022 Mar 06 12:00:00 AM","1899-12-31T02:27:00.000","domingo","Masculino","Sin dato","Atraco","Arma de fuego","A pie","A pie","42","Hurto de motos"
"2022 Mar 06 03:50:00 PM","2022 Mar 06 12:00:00 AM","1899-12-31T15:50:00.000","domingo","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","35","Hurto de motos"
"2022 Mar 10 06:15:00 PM","2022 Mar 10 12:00:00 AM","1899-12-31T18:15:00.000","jueves","Masculino","7","Atraco","Arma blanca","A pie","A pie","25","Hurto de motos"
"2022 Mar 11 09:45:00 PM","2022 Mar 11 12:00:00 AM","1899-12-31T21:45:00.000","viernes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","32","Hurto de motos"
"2022 Mar 15 07:00:00 AM","2022 Mar 15 12:00:00 AM","1899-12-31T07:00:00.000","martes","Masculino","5","Halado","Sin empleo de arma","Conductor motocicleta","A pie","24","Hurto de motos"
"2022 Mar 16 08:00:00 AM","2022 Mar 16 12:00:00 AM","1899-12-31T08:00:00.000","miércoles","Femenino","8","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","32","Hurto de motos"
"2022 Mar 17 11:00:00 AM","2022 Mar 17 12:00:00 AM","1899-12-31T11:00:00.000","jueves","Masculino","3","Halado","Sin empleo de arma","A pie","A pie","28","Hurto de motos"
"2022 Mar 18 01:30:00 AM","2022 Mar 18 12:00:00 AM","1899-12-31T01:30:00.000","viernes","Masculino","6","Halado","Sin empleo de arma","A pie","A pie","32","Hurto de motos"
"2022 Mar 18 06:49:00 PM","2022 Mar 18 12:00:00 AM","1899-12-31T18:49:00.000","viernes","Masculino","8","Halado","Sin empleo de arma","A pie","A pie","31","Hurto de motos"
"2022 Mar 19 12:30:00 AM","2022 Mar 19 12:00:00 AM","1899-12-31T00:30:00.000","sábado","Masculino","3","Factor de oportunidad","Sin empleo de arma","A pie","A pie","20","Hurto de motos"
"2022 Mar 21 03:29:00 AM","2022 Mar 21 12:00:00 AM","1899-12-31T03:29:00.000","lunes","Masculino","4","Halado","Sin empleo de arma","A pie","A pie","19","Hurto de motos"
"2022 Mar 22 09:00:00 PM","2022 Mar 22 12:00:00 AM","1899-12-31T21:00:00.000","martes","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","21","Hurto de motos"
"2022 Mar 23 06:30:00 PM","2022 Mar 23 12:00:00 AM","1899-12-31T18:30:00.000","miércoles","Femenino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","43","Hurto de motos"
"2022 Mar 24 03:17:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T03:17:00.000","jueves","Masculino","6","Halado","Sin empleo de arma","A pie","A pie","23","Hurto de motos"
"2022 Mar 24 07:30:00 AM","2022 Mar 24 12:00:00 AM","1899-12-31T07:30:00.000","jueves","Femenino","1","Halado","Sin empleo de arma","Conductor motocicleta","A pie","61","Hurto de motos"
"2022 Mar 25 07:20:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T19:20:00.000","viernes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","35","Hurto de motos"
"2022 Mar 25 08:45:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T20:45:00.000","viernes","Masculino","1","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","25","Hurto de motos"
"2022 Mar 25 11:30:00 PM","2022 Mar 25 12:00:00 AM","1899-12-31T23:30:00.000","viernes","Masculino","10","Factor de oportunidad","Sin empleo de arma","A pie","A pie","18","Hurto de motos"
"2022 Mar 26 10:50:00 AM","2022 Mar 26 12:00:00 AM","1899-12-31T10:50:00.000","sábado","Masculino","5","Halado","Sin empleo de arma","A pie","A pie","32","Hurto de motos"
"2022 Mar 27 03:20:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T03:20:00.000","domingo","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","35","Hurto de motos"
"2022 Mar 27 03:57:00 AM","2022 Mar 27 12:00:00 AM","1899-12-31T03:57:00.000","domingo","Masculino","3","Halado","Sin empleo de arma","A pie","A pie","30","Hurto de motos"
"2022 Mar 27 09:10:00 PM","2022 Mar 27 12:00:00 AM","1899-12-31T21:10:00.000","domingo","Masculino","1","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","33","Hurto de motos"
"2022 Mar 28 04:05:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T16:05:00.000","lunes","Masculino","7","Halado","Sin empleo de arma","A pie","A pie","41","Hurto de motos"
"2022 Mar 28 08:30:00 PM","2022 Mar 28 12:00:00 AM","1899-12-31T20:30:00.000","lunes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","62","Hurto de motos"
"2022 Mar 29 03:35:00 AM","2022 Mar 29 12:00:00 AM","1899-12-31T03:35:00.000","martes","Masculino","10","Halado","Sin empleo de arma","A pie","A pie","28","Hurto de motos"
"2022 Mar 29 06:30:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T18:30:00.000","martes","Masculino","El caguán","Atraco","Arma de fuego","A pie","A pie","29","Hurto de motos"
"2022 Mar 29 07:20:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T19:20:00.000","martes","Masculino","2","Halado","Sin empleo de arma","A pie","A pie","35","Hurto de motos"
"2022 Mar 29 08:43:00 PM","2022 Mar 29 12:00:00 AM","1899-12-31T20:43:00.000","martes","Femenino","El caguán","Atraco","Arma de fuego","Conductor motocicleta","Conductor motocicleta","22","Hurto de motos"
"2022 Mar 30 08:00:00 AM","2022 Mar 30 12:00:00 AM","1899-12-31T08:00:00.000","miércoles","Femenino","4","Engaño","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","26","Hurto de motos"
"2022 Mar 31 09:05:00 PM","2022 Mar 31 12:00:00 AM","1899-12-31T21:05:00.000","jueves","Masculino","1","Atraco","Arma de fuego","A pie","A pie","34","Hurto de motos"
"2022 Apr 01 10:30:00 AM","2022 Apr 01 12:00:00 AM","1899-12-31T10:30:00.000","viernes","Femenino","1","Atraco","Arma de fuego","Pasajero motocicleta","A pie","22","Hurto a personas"
"2022 Apr 01 11:30:00 AM","2022 Apr 01 12:00:00 AM","1899-12-31T11:30:00.000","viernes","Femenino","4","Atraco","Arma de fuego","Pasajero motocicleta","A pie","21","Hurto a personas"
"2022 Apr 01 11:47:00 AM","2022 Apr 01 12:00:00 AM","1899-12-31T11:47:00.000","viernes","Masculino","4","Atraco","Arma de fuego","Pasajero motocicleta","A pie","32","Hurto a personas"
"2022 Apr 01 04:30:00 PM","2022 Apr 01 12:00:00 AM","1899-12-31T16:30:00.000","viernes","Femenino","5","Atraco","Arma de fuego","Pasajero motocicleta","A pie","37","Hurto a personas"
"2022 Apr 02 05:10:00 PM","2022 Apr 02 12:00:00 AM","1899-12-31T17:10:00.000","sábado","Masculino","3","Atraco","Arma blanca","Pasajero motocicleta","A pie","22","Hurto a personas"
"2022 Apr 02 05:30:00 PM","2022 Apr 02 12:00:00 AM","1899-12-31T17:30:00.000","sábado","Masculino","5","Atraco","Arma blanca","Pasajero motocicleta","A pie","22","Hurto a personas"
"2022 Apr 02 05:30:00 PM","2022 Apr 02 12:00:00 AM","1899-12-31T17:30:00.000","sábado","Femenino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","53","Hurto a personas"
"2022 Apr 02 07:00:00 PM","2022 Apr 02 12:00:00 AM","1899-12-31T19:00:00.000","sábado","Masculino","5","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","35","Hurto a personas"
"2022 Apr 02 08:30:00 PM","2022 Apr 02 12:00:00 AM","1899-12-31T20:30:00.000","sábado","Masculino","1","Atraco","Arma de fuego","Pasajero motocicleta","A pie","21","Hurto a personas"
"2022 Apr 04 01:00:00 AM","2022 Apr 04 12:00:00 AM","1899-12-31T01:00:00.000","lunes","Masculino","8","Atraco","Arma de fuego","Pasajero motocicleta","Conductor vehiculo","39","Hurto a personas"
"2022 Apr 04 06:00:00 AM","2022 Apr 04 12:00:00 AM","1899-12-31T06:00:00.000","lunes","Masculino","4","Atraco","Arma blanca","Pasajero motocicleta","A pie","50","Hurto a personas"
"2022 Apr 04 06:00:00 AM","2022 Apr 04 12:00:00 AM","1899-12-31T06:00:00.000","lunes","Femenino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","58","Hurto a personas"
"2022 Apr 04 09:37:00 AM","2022 Apr 04 12:00:00 AM","1899-12-31T09:37:00.000","lunes","Femenino","8","Atraco","Arma de fuego","Pasajero motocicleta","A pie","41","Hurto a personas"
"2022 Apr 04 04:30:00 PM","2022 Apr 04 12:00:00 AM","1899-12-31T16:30:00.000","lunes","Femenino","7","Atraco","Arma de fuego","Pasajero motocicleta","A pie","45","Hurto a personas"
